player_id,player_name,age,nationality,club,position,overall_rating,potential_rating,matches_played,goals,assists,minutes_played,market_value_million_eur,contract_years_left,injury_prone,transfer_risk_level,position_group,goal_contribution,performance_score,age_group,experienced
2172,Player_2172,20,Brazil,Liverpool,LB,67,91,27,32,14,2251,173.67,1,No,Medium,defender,46,0.07130164371390493,young,False
2173,Player_2173,34,England,PSG,CM,81,91,30,1,15,4440,46.99,3,No,Medium,midfielder,16,0.023085585585585586,veteran,False
2174,Player_2174,18,Portugal,Juventus,RW,81,76,54,26,12,1783,147.38,5,No,Low,winger,38,0.0973079080201907,young,False
2175,Player_2175,33,France,Liverpool,CB,75,67,7,21,11,4117,41.41,4,No,Low,defender,32,0.03777022103473403,veteran,False
2176,Player_2176,29,France,Manchester City,ST,86,94,4,33,17,2583,122.49,0,No,Low,attacker,50,0.08749516066589237,prime,False
2177,Player_2177,20,Argentina,FC Barcelona,RW,69,96,41,15,17,1729,15.51,3,No,High,winger,32,0.08473105841526894,young,False
2178,Player_2178,27,Argentina,FC Barcelona,LW,84,87,53,19,13,262,105.56,1,No,Medium,winger,32,0.5877862595419847,prime,False
2179,Player_2179,23,Brazil,Juventus,GK,90,66,47,25,1,2631,48.82,3,No,High,goalkeeper,26,0.08209806157354618,prime,False
2180,Player_2180,28,France,Liverpool,RW,80,71,43,15,21,3826,166.69,5,No,Medium,winger,36,0.043387349712493466,prime,False
2181,Player_2181,26,Netherlands,Manchester City,LW,86,98,16,5,1,2430,52.51,5,No,High,winger,6,0.02633744855967078,prime,False
2182,Player_2182,23,Argentina,Real Madrid,CM,76,96,37,22,2,391,72.02,4,No,Low,midfielder,24,0.23017902813299232,prime,False
2183,Player_2183,29,England,PSG,LW,92,96,8,36,23,2936,151.4,0,No,Low,winger,59,0.08600136239782016,prime,False
2184,Player_2184,23,Netherlands,PSG,ST,90,78,9,7,7,3672,79.17,4,No,Medium,attacker,14,0.02559912854030501,prime,False
2185,Player_2185,33,Argentina,Manchester City,CB,85,67,19,5,10,539,43.29,1,No,Medium,defender,15,0.2829313543599258,veteran,False
2186,Player_2186,26,Germany,Real Madrid,RB,80,96,13,36,11,1115,98.78,2,Yes,Medium,defender,47,0.15964125560538117,prime,False
2187,Player_2187,26,Germany,FC Barcelona,LW,60,81,13,21,3,883,151.28,5,Yes,Low,winger,24,0.1291053227633069,prime,False
2188,Player_2188,20,Argentina,Juventus,GK,63,67,25,5,8,4323,78.26,0,No,Low,goalkeeper,13,0.03497571131158917,young,False
2189,Player_2189,36,France,Bayern Munich,RW,63,74,28,31,23,2419,24.35,5,Yes,Medium,winger,54,0.09115336916081025,veteran,False
2190,Player_2190,20,Portugal,Bayern Munich,RB,85,82,48,16,16,1399,69.26,1,No,Medium,defender,32,0.12544674767691208,young,False
2191,Player_2191,38,Portugal,Juventus,RB,63,67,26,37,23,1576,171.83,1,No,Medium,defender,60,0.11262690355329949,veteran,False
2192,Player_2192,23,France,Manchester City,RW,68,74,24,16,15,2084,13.43,5,No,Low,winger,31,0.06837811900191938,prime,False
2193,Player_2193,38,Spain,Real Madrid,RW,89,73,15,36,16,1535,73.82,4,No,Medium,winger,52,0.14755700325732898,veteran,False
2194,Player_2194,17,Portugal,Real Madrid,CB,63,75,35,22,14,89,116.82,5,No,Low,defender,36,1.6235955056179776,young,False
2195,Player_2195,28,Germany,PSG,ST,64,97,33,12,19,4190,14.59,4,No,Medium,attacker,31,0.03269689737470167,prime,False
2196,Player_2196,29,England,FC Barcelona,CM,82,90,15,31,21,1654,62.42,5,No,Medium,midfielder,52,0.11305925030229746,prime,False
2197,Player_2197,26,France,Liverpool,ST,75,91,32,21,6,1901,169.33,4,No,Low,attacker,27,0.07338243029984219,prime,False
2198,Player_2198,31,Brazil,Real Madrid,RW,81,86,2,6,9,2679,6.0,2,No,Low,winger,15,0.03471444568868981,veteran,False
2199,Player_2199,29,Germany,Juventus,GK,67,90,22,21,3,2170,135.44,3,No,Low,goalkeeper,24,0.07410138248847925,prime,False
2200,Player_2200,39,England,Liverpool,CDM,92,86,10,20,23,365,151.53,3,No,High,midfielder,43,0.4876712328767123,veteran,False
2201,Player_2201,38,England,Bayern Munich,CDM,75,69,47,5,23,3960,50.23,4,No,Medium,midfielder,28,0.035227272727272725,veteran,False
2202,Player_2202,38,France,Liverpool,CM,64,66,17,13,13,2372,39.04,4,No,Medium,midfielder,26,0.046374367622259695,veteran,False
2203,Player_2203,37,England,FC Barcelona,RW,75,73,46,15,13,518,164.71,2,No,Medium,winger,28,0.26158301158301156,veteran,False
2204,Player_2204,38,France,Juventus,CDM,66,82,40,2,13,3710,137.64,3,Yes,High,midfielder,15,0.02398921832884097,veteran,False
2205,Player_2205,25,Portugal,FC Barcelona,CM,60,76,43,8,24,829,20.85,2,No,Medium,midfielder,32,0.1712907117008444,prime,False
2206,Player_2206,25,Argentina,Liverpool,RB,68,67,28,20,13,2633,38.59,1,No,Low,defender,33,0.056209646790733,prime,False
2207,Player_2207,31,Germany,Manchester City,CM,77,82,49,29,21,270,112.03,5,No,Low,midfielder,50,0.6685185185185185,veteran,False
2208,Player_2208,26,Spain,Real Madrid,RB,62,71,4,29,19,2986,75.79,3,Yes,Medium,defender,48,0.0535833891493637,prime,False
2209,Player_2209,26,Argentina,Juventus,CB,83,97,23,31,17,3538,91.0,4,Yes,Low,defender,48,0.05356133408705483,prime,False
2210,Player_2210,24,Germany,Manchester City,CDM,87,70,28,22,14,1007,171.3,0,Yes,Low,midfielder,36,0.14250248262164847,prime,False
2211,Player_2211,32,France,Liverpool,CM,69,82,28,2,22,2317,75.93,1,Yes,High,midfielder,24,0.05459646094087182,veteran,False
2212,Player_2212,33,Germany,Real Madrid,CM,68,86,25,0,18,604,158.76,5,No,High,midfielder,18,0.17549668874172186,veteran,False
2213,Player_2213,21,Portugal,PSG,CM,72,73,39,2,12,4473,119.1,0,No,High,midfielder,14,0.01967359713838587,young,False
2214,Player_2214,20,France,Manchester City,GK,94,87,2,36,11,176,22.33,2,No,Low,goalkeeper,47,1.2818181818181817,young,False
2215,Player_2215,34,Argentina,Manchester City,CM,82,76,1,6,18,2321,134.14,5,Yes,Low,midfielder,24,0.05385609651012495,veteran,False
2216,Player_2216,35,Brazil,Liverpool,GK,76,88,24,2,18,1714,93.88,2,No,Low,goalkeeper,20,0.10641773628938157,veteran,False
2217,Player_2217,20,Brazil,Bayern Munich,CB,66,73,18,35,19,636,40.9,2,Yes,High,defender,54,0.27044025157232704,young,False
2218,Player_2218,23,Netherlands,Liverpool,LB,75,77,39,2,1,2623,52.47,4,No,Medium,defender,3,0.04441479222264583,prime,False
2219,Player_2219,26,Netherlands,Manchester City,RW,79,81,1,3,20,4155,100.54,2,Yes,High,winger,23,0.02888086642599278,prime,False
2220,Player_2220,34,Germany,Real Madrid,RB,83,71,18,30,2,2778,108.51,0,No,High,defender,32,0.057055435565154786,veteran,False
2222,Player_2222,20,France,Liverpool,ST,65,88,26,13,4,660,153.92,4,Yes,Low,attacker,17,0.1462121212121212,young,False
2223,Player_2223,26,England,Juventus,CDM,87,66,53,36,11,4365,37.45,1,No,Low,midfielder,47,0.036540664375715924,prime,False
2224,Player_2224,17,France,Liverpool,LW,64,92,44,30,6,3187,139.43,2,No,Low,winger,36,0.049576404141826166,young,False
2225,Player_2225,39,England,Manchester City,CB,61,83,54,1,8,4340,1.99,3,No,Low,defender,9,0.025,veteran,False
2226,Player_2226,34,Argentina,Manchester City,GK,80,97,51,30,1,84,23.8,5,No,Low,goalkeeper,31,2.2857142857142856,veteran,False
2227,Player_2227,21,Spain,PSG,ST,77,85,48,21,24,3670,36.35,4,No,Medium,attacker,45,0.05299727520435967,young,False
2228,Player_2228,31,England,Liverpool,CM,71,74,34,9,9,906,107.7,2,No,Low,midfielder,18,0.09878587196467992,veteran,False
2229,Player_2229,33,Brazil,Manchester City,ST,76,73,40,29,5,3521,35.45,4,Yes,Medium,attacker,34,0.04799772791820506,veteran,False
2230,Player_2230,19,France,Juventus,ST,74,70,4,32,11,1875,66.07,3,No,High,attacker,43,0.1056,young,False
2231,Player_2231,28,Argentina,FC Barcelona,RB,66,82,37,18,5,3958,44.08,0,No,Low,defender,23,0.03208691258211218,prime,False
2232,Player_2232,18,Brazil,Bayern Munich,LW,73,83,3,24,2,2136,61.07,0,No,Low,winger,26,0.059691011235955056,young,False
2233,Player_2233,17,Argentina,FC Barcelona,ST,60,69,16,0,9,2596,169.67,5,No,Low,attacker,9,0.021956856702619414,young,False
2234,Player_2234,39,Spain,Bayern Munich,RB,62,89,52,31,8,853,179.53,0,No,Low,defender,39,0.16412661195779601,veteran,False
2235,Player_2235,37,Portugal,Juventus,CM,90,75,20,24,19,506,123.59,3,No,Medium,midfielder,43,0.3339920948616601,veteran,False
2236,Player_2236,33,France,Liverpool,RW,72,74,52,16,4,407,103.23,1,No,Medium,winger,20,0.26044226044226043,veteran,False
2237,Player_2237,38,Germany,PSG,CM,77,81,47,13,2,523,127.67,3,No,Medium,midfielder,15,0.13862332695984703,veteran,False
2238,Player_2238,32,France,Manchester City,CDM,76,90,30,12,4,3050,139.01,3,No,Low,midfielder,16,0.025573770491803278,veteran,False
2239,Player_2239,21,Netherlands,Manchester City,ST,76,95,47,37,7,2397,133.15,2,Yes,Medium,attacker,44,0.08635794743429287,young,False
2240,Player_2240,31,Spain,Manchester City,ST,70,96,21,38,7,2899,15.2,0,No,Medium,attacker,45,0.07174887892376682,veteran,False
2241,Player_2241,19,France,Liverpool,RW,79,85,10,1,13,327,56.2,4,No,Low,winger,14,0.2706422018348624,young,False
2242,Player_2242,23,Netherlands,Bayern Munich,CB,69,82,33,31,23,1835,62.15,5,No,Low,defender,54,0.09836512261580381,prime,False
2243,Player_2243,27,Germany,Juventus,ST,88,82,48,31,21,1309,66.78,1,No,High,attacker,52,0.17647058823529413,prime,False
2244,Player_2244,26,England,Manchester City,LW,93,65,14,39,16,2535,62.3,4,No,Low,winger,55,0.09428007889546351,prime,False
2245,Player_2245,25,Argentina,FC Barcelona,LB,76,78,49,5,10,2041,141.78,2,No,High,defender,15,0.06810387065164135,prime,False
2246,Player_2246,30,Germany,Manchester City,ST,72,72,9,24,15,2534,134.7,2,No,Low,attacker,39,0.06985003946329914,veteran,False
2247,Player_2247,29,Brazil,Liverpool,LB,86,66,37,2,5,2192,1.33,1,No,Low,defender,7,0.06432481751824817,prime,False
2248,Player_2248,18,Spain,Juventus,CM,85,79,31,17,10,755,53.7,4,Yes,Medium,midfielder,27,0.1543046357615894,young,False
2249,Player_2249,19,England,PSG,CB,87,98,52,37,9,145,112.45,1,No,High,defender,46,1.2793103448275862,young,False
2250,Player_2250,23,Brazil,Juventus,RB,72,65,47,2,22,3822,22.09,1,No,High,defender,24,0.040293040293040296,prime,False
2251,Player_2251,37,Brazil,FC Barcelona,GK,71,85,30,4,8,3574,13.28,0,No,Low,goalkeeper,12,0.0476776720761052,veteran,False
2252,Player_2252,34,Spain,Manchester City,CB,87,65,36,23,23,1627,149.2,4,No,High,defender,46,0.12261831591886908,veteran,False
2253,Player_2253,19,England,Manchester City,GK,61,96,43,33,23,1858,81.76,0,No,Medium,goalkeeper,56,0.07879440258342305,young,False
2254,Player_2254,26,Portugal,Real Madrid,CM,93,84,27,38,14,3598,154.1,0,Yes,Low,midfielder,52,0.04961089494163424,prime,False
2255,Player_2255,38,Brazil,Bayern Munich,CB,82,94,30,23,6,629,148.33,5,No,Low,defender,29,0.25119236883942764,veteran,False
2256,Player_2256,23,Brazil,FC Barcelona,RB,88,71,5,35,17,3166,160.86,0,No,Medium,defender,52,0.0634870499052432,prime,False
2257,Player_2257,25,England,Real Madrid,GK,94,86,13,27,0,3518,9.17,3,No,Medium,goalkeeper,27,0.0641273450824332,prime,False
2258,Player_2258,33,France,Juventus,RW,70,74,22,33,14,4352,33.91,2,Yes,Low,winger,47,0.04584099264705882,veteran,False
2259,Player_2259,27,Brazil,PSG,LW,92,72,15,15,1,3914,53.66,2,No,High,winger,16,0.026060296371997957,prime,False
2260,Player_2260,23,Argentina,Bayern Munich,CB,70,91,24,35,21,904,24.95,3,No,Medium,defender,56,0.2013274336283186,prime,False
2261,Player_2261,30,England,FC Barcelona,CM,68,74,38,6,1,2617,87.64,1,No,High,midfielder,7,0.019105846388995033,veteran,False
2262,Player_2262,35,Brazil,Manchester City,ST,73,78,1,17,9,2789,143.92,4,No,Medium,attacker,26,0.04714951595553962,veteran,False
2263,Player_2263,20,Spain,Juventus,RB,68,75,37,5,19,107,171.24,4,Yes,Medium,defender,24,1.355140186915888,young,False
2264,Player_2264,22,Germany,FC Barcelona,GK,62,70,40,27,14,1042,160.18,4,No,Low,goalkeeper,41,0.14280230326295584,young,False
2265,Player_2265,26,Argentina,Manchester City,GK,88,85,38,38,9,1388,82.59,0,No,Medium,goalkeeper,47,0.1521613832853026,prime,False
2266,Player_2266,23,Netherlands,Bayern Munich,LW,78,97,33,33,18,1676,114.75,4,No,High,winger,51,0.12977326968973746,prime,False
2267,Player_2267,29,Netherlands,Manchester City,GK,91,83,50,28,21,4255,41.91,4,No,Medium,goalkeeper,49,0.05132784958871916,prime,False
2268,Player_2268,30,Germany,PSG,LB,66,88,39,3,12,4195,72.84,4,No,Low,defender,15,0.030035756853396902,veteran,False
2269,Player_2269,20,Netherlands,Juventus,CDM,87,82,42,13,23,264,156.88,2,No,Low,midfielder,36,0.6117424242424242,young,False
2270,Player_2270,24,Germany,Liverpool,LB,77,83,24,4,10,3821,5.74,3,No,High,defender,14,0.03650876733839309,prime,False
2271,Player_2271,21,Brazil,Manchester City,GK,64,88,35,24,21,2797,96.13,5,Yes,Low,goalkeeper,45,0.05491598140865213,young,False
2272,Player_2272,17,Argentina,PSG,RB,82,98,15,38,1,3120,157.17,1,No,High,defender,39,0.052243589743589745,young,False
2273,Player_2273,20,Argentina,Liverpool,CB,81,86,17,7,20,676,22.4,3,Yes,Medium,defender,27,0.2492603550295858,young,False
2274,Player_2274,19,France,Juventus,CM,85,68,12,14,12,3486,176.87,4,Yes,Low,midfielder,26,0.03399311531841653,young,False
2275,Player_2275,25,Germany,Bayern Munich,ST,71,74,36,18,21,2706,2.72,1,Yes,Medium,attacker,39,0.06300813008130081,prime,False
2276,Player_2276,24,Argentina,Bayern Munich,CB,78,66,26,10,24,3969,159.56,1,Yes,Low,defender,34,0.04409171075837742,prime,False
2277,Player_2277,17,France,Juventus,RW,60,72,33,19,21,607,63.98,3,Yes,Medium,winger,40,0.2800658978583196,young,False
2278,Player_2278,22,England,Juventus,CB,62,97,10,35,20,3425,24.32,3,No,Low,defender,55,0.049051094890510946,young,False
2280,Player_2280,23,Spain,PSG,CM,77,74,12,13,4,2859,126.36,5,No,Low,midfielder,17,0.028156698146204966,prime,False
2281,Player_2281,20,Portugal,PSG,LW,89,65,29,37,20,1160,156.79,3,No,Low,winger,57,0.2103448275862069,young,False
2282,Player_2282,29,Brazil,Juventus,GK,61,98,4,24,21,1847,115.57,5,Yes,High,goalkeeper,45,0.07926367081754196,prime,False
2283,Player_2283,33,England,Real Madrid,LW,64,67,17,15,6,4057,167.21,0,No,Low,winger,21,0.026004436775942816,veteran,False
2284,Player_2284,18,Portugal,Real Madrid,RW,88,73,13,17,12,1491,151.72,2,No,Low,winger,29,0.09758551307847083,young,False
2285,Player_2285,21,Portugal,Liverpool,ST,92,69,12,0,12,2021,2.12,5,No,Medium,attacker,12,0.04057397328055418,young,False
2286,Player_2286,28,England,Liverpool,LB,79,74,31,39,19,3015,120.66,2,No,Medium,defender,58,0.0648424543946932,prime,False
2287,Player_2287,37,Spain,Real Madrid,ST,89,76,6,0,22,2737,55.18,4,No,Low,attacker,22,0.040372670807453416,veteran,False
2288,Player_2288,24,France,Juventus,GK,64,82,7,0,20,2048,82.08,0,No,High,goalkeeper,20,0.075,prime,False
2289,Player_2289,22,Brazil,Juventus,ST,80,85,49,20,5,4205,17.38,1,No,Medium,attacker,25,0.03210463733650416,young,False
2290,Player_2290,24,France,Liverpool,CDM,74,85,6,24,19,3954,51.14,3,No,Low,midfielder,43,0.04071825998988366,prime,False
2291,Player_2291,34,Argentina,Manchester City,LB,79,65,51,26,11,893,114.07,4,No,Medium,defender,37,0.1864501679731243,veteran,False
2292,Player_2292,19,France,Juventus,RW,67,67,48,9,7,1087,39.7,1,No,Low,winger,16,0.08233670653173873,young,False
2293,Player_2293,38,Netherlands,Real Madrid,GK,90,69,15,11,8,4148,116.73,2,Yes,Low,goalkeeper,19,0.052073288331726135,veteran,False
2294,Player_2294,28,England,PSG,RB,71,89,42,27,17,2309,166.18,1,No,High,defender,44,0.07254222607189259,prime,False
2295,Player_2295,19,Brazil,Juventus,RW,80,72,30,31,10,3600,1.39,3,Yes,Medium,winger,41,0.050972222222222224,young,False
2296,Player_2296,38,France,Juventus,CDM,89,81,50,32,19,2933,141.55,3,No,High,midfielder,51,0.06290487555404023,veteran,False
2297,Player_2297,22,Brazil,Manchester City,LB,86,73,26,7,10,2281,115.62,5,No,Low,defender,17,0.06839105655414292,young,False
2298,Player_2298,18,Brazil,Liverpool,CM,85,96,32,25,23,72,8.87,5,No,Low,midfielder,48,2.5625,young,False
2299,Player_2299,39,Argentina,Juventus,CDM,92,70,52,1,23,1380,142.34,2,No,Low,midfielder,24,0.10144927536231885,veteran,False
2300,Player_2300,28,Argentina,Bayern Munich,RW,85,85,28,34,14,483,40.8,3,No,Low,winger,48,0.4358178053830228,prime,False
2301,Player_2301,18,England,FC Barcelona,GK,85,71,7,33,8,1029,48.21,0,No,Medium,goalkeeper,41,0.19825072886297376,young,False
2302,Player_2302,22,Spain,Real Madrid,GK,60,71,32,5,2,3781,17.29,4,No,Medium,goalkeeper,7,0.03808516265538217,young,False
2303,Player_2303,33,Netherlands,Bayern Munich,LB,74,91,40,30,16,3779,96.42,2,No,Medium,defender,46,0.04577930669489283,veteran,False
2304,Player_2304,19,Portugal,Liverpool,LW,60,72,18,22,24,1831,89.93,2,No,Medium,winger,46,0.10431458219552157,young,False
2305,Player_2305,18,Brazil,PSG,LB,70,73,20,11,16,2020,62.82,1,Yes,Medium,defender,27,0.07326732673267326,young,False
2306,Player_2306,39,Spain,FC Barcelona,LB,61,92,40,27,2,778,30.79,2,No,High,defender,29,0.15745501285347044,veteran,False
2307,Player_2307,36,Portugal,Bayern Munich,CDM,60,79,20,14,18,3475,150.91,4,No,Low,midfielder,32,0.03741007194244604,veteran,False
2308,Player_2308,24,Portugal,FC Barcelona,GK,90,66,24,18,8,3277,157.81,0,No,High,goalkeeper,26,0.06591394568202624,prime,False
2309,Player_2309,38,Netherlands,Real Madrid,RW,75,71,41,11,16,409,97.53,1,No,Medium,winger,27,0.32273838630806845,veteran,False
2310,Player_2310,28,England,Liverpool,CM,81,82,22,1,22,1059,44.34,4,Yes,Medium,midfielder,23,0.12322946175637393,prime,False
2311,Player_2311,20,Portugal,Juventus,ST,77,86,10,10,17,2309,17.75,5,No,High,attacker,27,0.056084885231702034,young,False
2312,Player_2312,21,Netherlands,PSG,CB,76,74,32,36,22,1600,156.4,2,Yes,Low,defender,58,0.12125,young,False
2313,Player_2313,29,Portugal,Liverpool,CM,89,97,19,37,14,2233,17.74,3,No,Medium,midfielder,51,0.07814599193909538,prime,False
2314,Player_2314,31,Brazil,FC Barcelona,ST,69,71,24,24,0,1652,2.87,5,Yes,High,attacker,24,0.0789951573849879,veteran,False
2315,Player_2315,39,Brazil,Bayern Munich,LW,94,67,25,20,9,1297,84.76,3,No,Medium,winger,29,0.11449498843484965,veteran,False
2316,Player_2316,32,Germany,Real Madrid,RW,80,78,39,35,7,351,131.76,4,No,High,winger,42,0.5327635327635327,veteran,False
2317,Player_2317,26,Spain,Real Madrid,GK,75,77,51,8,9,3222,82.63,0,No,Low,goalkeeper,17,0.055865921787709494,prime,False
2318,Player_2318,39,France,Liverpool,RB,65,80,11,11,1,2431,9.73,3,No,Medium,defender,12,0.045454545454545456,veteran,False
2319,Player_2319,32,Netherlands,Juventus,LB,62,80,31,9,18,464,124.36,4,No,High,defender,27,0.2974137931034483,veteran,False
2320,Player_2320,28,Argentina,Bayern Munich,CM,80,69,32,4,13,2513,115.8,1,No,Low,midfielder,17,0.03979307600477517,prime,False
2321,Player_2321,33,Netherlands,Juventus,ST,72,89,9,32,7,3166,122.83,2,Yes,Medium,attacker,39,0.05843335439039798,veteran,False
2322,Player_2322,32,France,Juventus,RB,77,90,3,4,18,2209,38.41,0,No,Low,defender,22,0.07039384336803983,veteran,False
2323,Player_2323,28,Spain,Bayern Munich,CM,83,77,14,15,0,555,143.33,0,Yes,Low,midfielder,15,0.12882882882882882,prime,False
2324,Player_2324,24,Argentina,FC Barcelona,RW,86,90,50,36,15,299,86.51,1,No,Medium,winger,51,0.7408026755852842,prime,False
2325,Player_2325,36,France,Liverpool,GK,63,65,5,36,24,3866,96.78,0,No,High,goalkeeper,60,0.039110191412312464,veteran,False
2326,Player_2326,19,Germany,Liverpool,CM,81,72,26,28,23,355,98.48,4,No,High,midfielder,51,0.5309859154929577,young,False
2327,Player_2327,32,Argentina,Manchester City,CM,83,68,4,17,14,563,51.98,0,No,Medium,midfielder,31,0.23357015985790408,veteran,False
2328,Player_2328,29,Brazil,Liverpool,GK,69,85,4,28,19,4009,45.4,0,No,High,goalkeeper,47,0.04130705911698678,prime,False
2329,Player_2329,39,France,Real Madrid,LW,61,86,17,5,23,1022,1.36,0,No,Medium,winger,28,0.12573385518591,veteran,False
2330,Player_2330,35,Netherlands,FC Barcelona,CDM,65,67,27,17,4,1190,71.69,4,Yes,Medium,midfielder,21,0.06932773109243698,veteran,False
2331,Player_2331,24,Argentina,Bayern Munich,CM,77,83,34,31,2,3210,87.58,5,No,Medium,midfielder,33,0.0338006230529595,prime,False
2332,Player_2332,38,Germany,Liverpool,GK,76,65,21,30,16,1904,133.83,2,Yes,Medium,goalkeeper,46,0.0957983193277311,veteran,False
2333,Player_2333,21,Netherlands,FC Barcelona,CDM,82,93,33,10,9,2036,12.46,3,No,Medium,midfielder,19,0.04764243614931238,young,False
2334,Player_2334,36,Portugal,Liverpool,GK,89,87,3,25,4,1026,166.36,5,Yes,Low,goalkeeper,29,0.20818713450292398,veteran,False
2335,Player_2335,24,Argentina,Bayern Munich,GK,80,97,17,27,10,255,47.88,0,No,High,goalkeeper,37,0.7529411764705882,prime,False
2336,Player_2336,28,Argentina,PSG,LW,69,87,40,26,5,2418,66.33,1,No,Low,winger,31,0.05913978494623656,prime,False
2337,Player_2337,17,Germany,Bayern Munich,GK,72,69,50,18,3,2563,9.18,1,No,Low,goalkeeper,21,0.06742099102614123,young,False
2338,Player_2338,37,Portugal,Bayern Munich,RW,71,71,25,26,6,2951,117.74,4,No,Medium,winger,32,0.049983056590986105,veteran,False
2339,Player_2339,36,France,Bayern Munich,CM,68,70,41,19,18,269,127.75,2,No,High,midfielder,37,0.5353159851301115,veteran,False
2340,Player_2340,22,England,Liverpool,ST,63,86,21,2,6,927,167.22,0,Yes,Medium,attacker,8,0.06202804746494067,young,False
2341,Player_2341,38,France,Manchester City,ST,83,77,46,15,13,63,60.96,4,Yes,Low,attacker,28,2.2301587301587302,veteran,False
2342,Player_2342,34,Portugal,Bayern Munich,ST,93,76,32,38,16,1042,46.7,3,No,Medium,attacker,54,0.23656429942418425,veteran,False
2343,Player_2343,24,Spain,Real Madrid,GK,64,68,42,28,22,4188,130.83,2,No,High,goalkeeper,50,0.03667621776504298,prime,False
2344,Player_2344,23,Netherlands,Real Madrid,RB,74,72,13,14,16,809,127.37,2,No,Medium,defender,30,0.19406674907292953,prime,False
2345,Player_2345,17,Germany,FC Barcelona,CDM,63,95,30,29,12,2041,168.71,4,Yes,Medium,midfielder,41,0.0673689367956884,young,False
2346,Player_2346,37,France,Manchester City,CDM,67,90,9,39,0,3088,37.35,5,No,Medium,midfielder,39,0.03610751295336788,veteran,False
2347,Player_2347,32,Argentina,FC Barcelona,GK,83,72,50,0,1,1646,127.1,1,No,Low,goalkeeper,1,0.12102065613608748,veteran,False
2348,Player_2348,28,Germany,Real Madrid,RW,87,97,23,28,17,487,12.5,5,No,High,winger,45,0.4127310061601643,prime,False
2349,Player_2349,22,Brazil,Juventus,RW,86,93,20,29,3,3081,86.73,2,No,Medium,winger,32,0.05030834144758196,young,False
2350,Player_2350,36,Portugal,Real Madrid,LB,60,69,47,39,12,1747,21.93,1,No,Medium,defender,51,0.08757870635374929,veteran,False
2351,Player_2351,18,Netherlands,PSG,GK,93,92,7,31,0,748,117.74,2,No,Medium,goalkeeper,31,0.2983957219251337,young,False
2352,Player_2352,30,France,Bayern Munich,CB,76,81,31,9,3,3837,108.46,2,No,High,defender,12,0.033620015637216574,veteran,False
2353,Player_2353,20,Germany,Juventus,LW,85,87,30,26,1,527,9.27,2,No,Low,winger,27,0.25996204933586337,young,False
2354,Player_2354,17,Netherlands,Real Madrid,ST,83,73,33,7,3,1167,57.87,3,Yes,Low,attacker,10,0.06726649528706084,young,False
2355,Player_2355,39,France,Liverpool,LW,80,66,22,35,15,3541,71.41,1,Yes,Low,winger,50,0.06071731149392827,veteran,False
2356,Player_2356,34,Germany,Liverpool,ST,89,96,24,34,3,4472,45.03,3,No,Medium,attacker,37,0.04237477638640429,veteran,False
2357,Player_2357,29,Argentina,FC Barcelona,GK,72,95,6,35,24,3739,7.44,1,Yes,Medium,goalkeeper,59,0.04621556565926718,prime,False
2358,Player_2358,18,Brazil,Juventus,RB,62,71,18,35,8,483,57.73,3,No,Medium,defender,43,0.2981366459627329,young,False
2359,Player_2359,25,Brazil,FC Barcelona,LB,91,94,6,24,16,451,142.78,3,No,Medium,defender,40,0.4268292682926829,prime,False
2360,Player_2360,37,Spain,Bayern Munich,RW,94,67,46,19,20,4069,65.14,3,No,Low,winger,39,0.04509707544851315,veteran,False
2361,Player_2361,18,Germany,Bayern Munich,RB,78,73,7,16,22,4397,58.54,4,Yes,Low,defender,38,0.04025471912667728,young,False
2362,Player_2362,25,France,PSG,LW,73,74,13,22,19,3133,169.54,3,No,Low,winger,41,0.05745292052345994,prime,False
2364,Player_2364,27,Portugal,FC Barcelona,RW,76,65,12,30,1,998,138.23,5,Yes,High,winger,31,0.1467935871743487,prime,False
2365,Player_2365,19,Brazil,Bayern Munich,LB,63,94,2,5,2,2065,87.22,2,No,Medium,defender,7,0.05012106537530266,young,False
2366,Player_2366,36,England,FC Barcelona,ST,78,79,52,34,22,397,170.03,0,No,Low,attacker,56,0.6070528967254408,veteran,False
2367,Player_2367,39,England,Bayern Munich,RB,61,89,27,3,14,1803,71.13,3,No,Low,defender,17,0.06794231835829173,veteran,False
2368,Player_2368,20,Brazil,Real Madrid,LB,74,70,37,39,6,2151,127.59,0,Yes,High,defender,45,0.07531380753138076,young,False
2369,Player_2369,34,Germany,FC Barcelona,CM,61,82,50,19,3,1946,13.05,0,No,Low,midfielder,22,0.04136690647482014,veteran,False
2370,Player_2370,39,Spain,Real Madrid,CDM,70,65,14,0,11,3717,167.21,2,No,Low,midfielder,11,0.021253699219800914,veteran,False
2371,Player_2371,22,Brazil,FC Barcelona,ST,82,67,35,25,0,3415,62.35,0,No,Low,attacker,25,0.041288433382137626,young,False
2372,Player_2372,19,Argentina,Manchester City,CM,69,81,52,33,16,1394,94.56,0,No,Medium,midfielder,49,0.11800573888091823,young,False
2373,Player_2373,38,Netherlands,PSG,ST,62,72,2,9,3,4128,25.36,5,No,Low,attacker,12,0.018410852713178296,veteran,False
2374,Player_2374,27,France,Liverpool,ST,64,81,3,22,3,2421,170.23,0,Yes,Low,attacker,25,0.05328376703841388,prime,False
2375,Player_2375,31,Spain,Liverpool,ST,62,89,4,23,21,3919,121.3,1,No,Medium,attacker,44,0.04746108701199286,veteran,False
